Family,Genus,Species,Region,Range size (km),Body size (cm),Mean PLD (days),Depth range (m),Schooler,Spawn,Nocturnal,Multi-Habitat,Transpacific,Reference
POMACENTRIDAE,Neoglyphidodon,nigroris,ICP,8480,13,18.8,21,NO,DEM,NO,NO,NO,"6,46,47"
POMACENTRIDAE,Neopomacentrus,azysron,ICP,14500,8,22,11,YES,DEM,NO,NO,NO,"6,46"
POMACENTRIDAE,Neopomacentrus,bankieri,ICP,5574,6.5,21,9,YES,DEM,NO,NO,NO,5
POMACENTRIDAE,Neopomacentrus,cyanomos,ICP,14800,10,17.5,25,YES,DEM,NO,NO,NO,46
POMACENTRIDAE,Neopomacentrus,filamentosus,ICP,7170,11,20,7,NO,DEM,NO,YES,NO,46
POMACENTRIDAE,Neopomacentrus,nemurus,ICP,5980,8,19.2,9,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Nexilosus,latifrons,TEP,2964,30,29.2,9,NO,DEM,NO,NO,NO,34
POMACENTRIDAE,Plectroglyphidodon,dickii,ICP,17127,11,26.6,14,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Plectroglyphidodon,imparipennis,ICP,17480,6,29.7,6,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Plectroglyphidodon,johnstonianus,ICP,19960,14,31.7,17,NO,DEM,NO,NO,NO,46
POMACENTRIDAE,Plectroglyphidodon,lacrymatus,ICP,17127,10,22.35,39,NO,DEM,NO,NO,NO,"46,47"
POMACENTRIDAE,Plectroglyphidodon,sindonis,ICP,2100,10,30,3,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,alexanderae,ICP,4300,9,20.65,55,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,amboinensis,ICP,8400,9,20.14,38,YES,DEM,NO,YES,NO,"2,5,6,20,46,47"
POMACENTRIDAE,Pomacentrus,australis,ICP,1498,8,25,30,NO,DEM,NO,YES,NO,46
POMACENTRIDAE,Pomacentrus,bankanensis,ICP,9770,9,18.4,12,NO,DEM,NO,NO,NO,"46,47"
POMACENTRIDAE,Pomacentrus,brachialis,ICP,8000,8,18,34,YES,DEM,NO,NO,NO,"46,47"
POMACENTRIDAE,Pomacentrus,burroughi,ICP,6200,8,16.8,14,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,chrysurus,ICP,10390,9,17,3,NO,DEM,NO,YES,NO,"46,47"
POMACENTRIDAE,Pomacentrus,coelestis,ICP,14320,9,17.82,19,YES,DEM,NO,NO,NO,"2,45,46,47"
POMACENTRIDAE,Pomacentrus,emarginatus,ICP,1160,9,18.4,8,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,grammorhynchus,ICP,6200,9,16.4,10,NO,DEM,NO,NO,NO,"46,47"
POMACENTRIDAE,Pomacentrus,lepidogenys,ICP,10627,9,20,11,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,moluccensis,ICP,9770,9,19.17,13,YES,DEM,NO,NO,NO,"2,6,15,20,46,47,PS"
POMACENTRIDAE,Pomacentrus,nagasakiensis,ICP,10470,10,22.35,32,YES,DEM,NO,YES,NO,"3,45"
POMACENTRIDAE,Pomacentrus,pavo,ICP,17127,8,26.24,15,YES,DEM,NO,YES,NO,"45,46,47,PS"
POMACENTRIDAE,Pomacentrus,philippinus,ICP,11770,10,16,11,YES,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,reidi,ICP,5649,9,18,67,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,simsiang,ICP,6740,7,15.8,10,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Pomacentrus,taeniometopon,ICP,4700,12,15.7,8,NO,DEM,NO,YES,NO,47
POMACENTRIDAE,Pomacentrus,vaiuli,ICP,7930,10,21.16,44,NO,DEM,NO,NO,NO,"2,46,47"
POMACENTRIDAE,Pomacentrus,wardi,ICP,2570,8,21.66,19,NO,DEM,NO,NO,NO,"2,6,20,46"
POMACENTRIDAE,Pomachromis,richardsoni,ICP,16219,9.5,21.7,10,YES,DEM,NO,NO,NO,9
POMACENTRIDAE,Premnas,biaculeatus,ICP,6800,17,9.2,15,NO,DEM,NO,NO,NO,PS*
POMACENTRIDAE,Pristotis,obtusirostris,ICP,11770,14,25.3,78,YES,DEM,NO,YES,NO,46
POMACENTRIDAE,Stegastes,acapulcoensis,TEP,5484,17,22,14,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,adustus,TA,4199,12,23.8,3,NO,DEM,NO,YES,NO,47
POMACENTRIDAE,Stegastes,apicalis,ICP,2570,15,29.7,4,NO,DEM,NO,NO,NO,46
POMACENTRIDAE,Stegastes,arcifrons,TEP,1200,15,27.55,19,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,baldwini,TEP,8,9,26,4,NO,DEM,NO,NO,NO,34
POMACENTRIDAE,Stegastes,beebei,TEP,1700,15,32.3,4,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,diaencaeus,TA,3900,15,25.72,43,NO,DEM,NO,NO,NO,"3,45"
POMACENTRIDAE,Stegastes,emeryi,ICP,1344,10,22.6,17,NO,DEM,NO,NO,NO,PS*
POMACENTRIDAE,Stegastes,fasciolatus,ICP,21680,15,29.95,29,NO,DEM,NO,NO,NO,"46,47,PS"
POMACENTRIDAE,Stegastes,flavilatus,TEP,5000,10,28.5,9,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,leucorus,TEP,1100,14,32.86,14,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,leucostictus,TA,3900,12,25.29,10,NO,DEM,NO,YES,NO,"3,45,47"
POMACENTRIDAE,Stegastes,lividus,ICP,500,8.9,25,4,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Stegastes,nigricans,ICP,18700,14,31.68,11,NO,DEM,NO,NO,NO,"15,20,46,47,PS"
POMACENTRIDAE,Stegastes,partitus,TA,4199,10,31.41,100,NO,DEM,NO,YES,NO,"3,45,47,PS"
POMACENTRIDAE,Stegastes,planifrons,TA,4199,15,24.1,29,NO,DEM,NO,YES,NO,"45,47"
POMACENTRIDAE,Stegastes,punctatus,ICP,19720,15,25,12,NO,DEM,NO,NO,NO,47
POMACENTRIDAE,Stegastes,rectifraenum,TEP,1350,9,21.5,9,NO,DEM,NO,NO,NO,34
POMACENTRIDAE,Stegastes,redemptus,TEP,1000,12,27.65,14,NO,DEM,NO,NO,NO,"34,47"
POMACENTRIDAE,Stegastes,xanthurus,TA,4199,12,24.5,30,NO,DEM,NO,YES,NO,"45,47,PS"
POMACENTRIDAE,Teixeirichthys,jordani,ICP,13160,14,25.3,16,YES,DEM,NO,YES,NO,46
PRIACANTHIDAE,Heteropriacanthus,cruentatus,TA,12481,51,32.8,297,YES,PEL,YES,NO,NO,PS*
PSEUDOCHROMIDAE,Pseudochromis,quinquedentatus,ICP,3682,9.5,61,40,NO,DEM,NO,YES,NO,3
PTEREOLOTRIDAE,Ptereleotris,calliura,TA,1600,12.5,22.5,45,NO,DEM,NO,YES,NO,PS*
SCORPAENIDAE,Pterois,radiata,ICP,20629,18,40,29,NO,PEL,YES,NO,NO,PS*
SCORPAENIDAE,Pterois,volitans,ICP,11992,38,26.2,53,NO,PEL,YES,YES,NO,49
SCORPAENIDAE,Scorpaena,inermis,TA,4199,11,22,72,NO,PEL,YES,YES,NO,PS*
SCORPAENIDAE,Scorpaena,plumieri,TA,10861,45,21,59,NO,PEL,YES,YES,NO,PS*
SCORPAENIDAE,Scorpaenodes,caribbaeus,TA,10002,12,33,18,NO,PEL,YES,NO,NO,PS*
SCORPAENIDAE,Scorpaenodes,guamensis,ICP,19720,12.5,32.4,5,NO,PEL,YES,NO,NO,PS*
SCORPAENIDAE,Scorpaenopsis,diabolus,ICP,21011,23.4,29.8,69,NO,PEL,YES,YES,NO,PS*
SERRANIDAE,Diplectrum,formosum,TA,10861,30,17.2,79,NO,PEL,NO,YES,NO,PS*
SERRANIDAE,Grammistes,sexlineatus,ICP,19720,30,42,129,NO,PEL,YES,NO,NO,PS*
SERRANIDAE,Hypoplectrus,puella,TA,4091,15,19.1,20,NO,PEL,NO,YES,NO,PS*
SERRANIDAE,Pseudanthias,pascalus,ICP,9651,20,26,55,YES,PEL,NO,NO,NO,2
SERRANIDAE,Pseudogramma,polyacantha,ICP,20329,8.6,32.3,14,NO,PEL,YES,NO,NO,PS*
SERRANIDAE,Pseudogramma,xanthum,ICP,4592,4.1,30.5,40,NO,PEL,YES,NO,NO,PS*
SERRANIDAE,Rypticus,saponaceus,TA,11400,35,40,61,NO,PEL,YES,YES,NO,10
SERRANIDAE,Serranus,baldwini,TA,9501,7.4,23.6,79,NO,PEL,NO,YES,NO,PS*
SERRANIDAE,Serranus,tigrinus,TA,4199,12.3,18.2,40,NO,PEL,NO,YES,NO,PS*
SIGANIDAE,Siganus,canaliculatus,ICP,10841,29,27.5,47,YES,PEL,NO,YES,NO,16
SIGANIDAE,Siganus,doliatus,ICP,6880,25,23.9,4,NO,PEL,NO,NO,NO,PS*
SIGANIDAE,Siganus,fuscescens,ICP,8666,32,19.2,49,YES,PEL,NO,YES,NO,PS*
SIGANIDAE,Siganus,lineatus,ICP,10395,43,33,24,YES,PEL,NO,YES,NO,16
SIGANIDAE,Siganus,rivulatus,ICP,3609,27,39,29,YES,PEL,NO,NO,NO,PS*
SIGANIDAE,Siganus,spinus,ICP,14637,24,22,49,YES,PEL,NO,YES,NO,53
SIGANIDAE,Siganus,vermiculatus,ICP,11262,37,23,5,YES,PEL,NO,YES,NO,16
SIGANIDAE,Siganus,vulpinus,ICP,9651,25,23.5,29,NO,PEL,NO,NO,NO,2
SPARIDAE,Acanthopagrus,latus,ICP,11281,50,33.7,49,YES,PEL,NO,YES,NO,54
SPARIDAE,Archosargus,rhomboidalis,TA,10373,33,21,29,NO,PEL,NO,YES,NO,30
SPARIDAE,Boops,boops,TA,10642,36,16.7,350,YES,PEL,NO,YES,NO,7
SPARIDAE,Diplodus,puntazzo,TA,9115,60,32.7,150,YES,PEL,NO,YES,NO,7
SPARIDAE,Oblada,melanura,TA,13077,34,16,30,YES,PEL,NO,YES,NO,7
SPARIDAE,Pagrus,pagrus,TA,13439,90,38,250,NO,PEL,NO,YES,NO,7
SPARIDAE,Sarpa,salpa,TA,11400,51,31.5,65,YES,PEL,NO,YES,NO,7
SPARIDAE,Spondyliosoma,cantharus,TA,13077,60,35.85,295,YES,PEL,NO,YES,NO,7
SYNODONTIDAE,Synodus,saurus,TA,15875,40,19,400,NO,PEL,NO,YES,NO,PS*
SYNODONTIDAE,Synodus,variegatus,ICP,21500,28,42,118,NO,PEL,NO,YES,NO,PS*
TETRAODONTIDAE,Arothron,hispidus,ICP,27631,48,40.8,47,NO,PEL,NO,YES,YES,PS*
TETRAODONTIDAE,Canthigaster,valentini,ICP,21500,10,18,54,NO,PEL,NO,NO,NO,PS*
TRIPTERYGIIDAE,Axoclinus,nigricaudus,TEP,998,4.5,18,3,NO,DEM,NO,NO,NO,12
TRIPTERYGIIDAE,Enneapterygius,atriceps,ICP,2100,2.6,30,22,NO,DEM,NO,NO,NO,56
ZANCLIDAE,Zanclus,cornutus,ICP,27631,23,57.9,179,NO,PEL,NO,NO,YES,"2,PS"
